id_partido,liga,fecha_hora,equipo_visitante,equipo_local,abridor_visitante,abridor_local,favorito_sabermetrico,probabilidad_inicial,prob_mercado,es_valor,factor_riesgo,score_b1_pitcheo_away,score_b1_pitcheo_home,score_b2_ofensiva_away,score_b2_ofensiva_home,score_b3_bullpen_away,score_b3_bullpen_home,score_b4_eficiencia_away,score_b4_eficiencia_home,senal_moneyline,nivel_certidumbre,fip_away,xfip_away,kbb_away,fip_home,xfip_home,kbb_home,wrc_away,wrc_home,wrc_vs_rhp_away,wrc_vs_lhp_away,wrc_vs_rhp_home,wrc_vs_lhp_home,abridor_mano_away,abridor_mano_home,war_bullpen_away,war_bullpen_home,pitcheos_72h_away,pitcheos_72h_home,baseruns_diff_away,baseruns_diff_home,descripcion_analisis,resultado,probabilidad_actualizada,marcador_final,ganador_real,fecha_actualizacion
846354,LMB,2026-06-03 19:45,Algodoneros Union Laguna,Acereros del Norte,Jaime Barria,Jorge Tavarez,Acereros del Norte,64.30%,N/D,NO,Medio,41.0,57.0,67.0,72.0,30.0,45.0,25.0,70.0,NO APOSTAR,BAJA,5.45,5.45,2.10,3.29,3.29,8.67,231.00,230.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Acereros del Norte (64.3%) || B1 Pit: Algodoneros Union Laguna=41.0 | Acereros del Norte=57.0 || B2 Of: Algodoneros Union Laguna=67.0 | Acereros del Norte=72.0 || B3 Bp: Algodoneros Union Laguna=30.0 | Acereros del Norte=45.0 || B4 Ef: Algodoneros Union Laguna=25.0 | Acereros del Norte=70.0 || P: Jaime Barria vs Jorge Tavarez | FIP: 5.45/3.29 K/BB: 2.10/8.67 Forma: 4-6 (W1) / 6-4 (L1),pendiente,64.30%,-,-,2026-06-03 16:46
846069,LMB,2026-06-03 20:35,Charros de Jalisco,Toros de Tijuana,Kurt Heyer,Randy Wynne,Toros de Tijuana,77.80%,N/D,NO,Medio,60.5,83.5,73.0,67.2,50.0,80.0,45.0,80.0,NO APOSTAR,BAJA,3.63,3.63,2.18,4.48,4.48,24.00,202.00,210.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Toros de Tijuana (77.8%) || B1 Pit: Charros de Jalisco=60.5 | Toros de Tijuana=83.5 || B2 Of: Charros de Jalisco=73.0 | Toros de Tijuana=67.2 || B3 Bp: Charros de Jalisco=50.0 | Toros de Tijuana=80.0 || B4 Ef: Charros de Jalisco=45.0 | Toros de Tijuana=80.0 || P: Kurt Heyer vs Randy Wynne | FIP: 3.63/4.48 K/BB: 2.18/24.00 Forma: 7-3 (L2) / 7-3 (W3),pendiente,77.80%,-,-,2026-06-03 16:46
824919,MLB,2026-06-04,Toronto Blue Jays,Atlanta Braves,Mason Fluharty,Chris Sale,Atlanta Braves,65.37%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | Opener visitante,36.7,97.6,31.0,70.5,39.9,42.7,51.8,55.1,APRETA TRIGGER LOCAL,ALTA,3.56,3.45,20.7%,1.86,1.80,22.6%,89,117,100,100,100,100,L,L,2.91,3.25,105,105,-0.6,-1.5,Favorito: Atlanta Braves (65.4%) [ALTA] || Score_Pitcheo: Toronto Blue Jays=54.4 | Atlanta Braves=61.5 (diff=7.2) || Pitcheo: Toronto Blue Jays FIP=3.56/xFIP=3.45 | Atlanta Braves FIP=1.86/xFIP=1.80 || wRC+: Toronto Blue Jays=89 | Atlanta Braves=117 (diff=28) || PF=103 | Bullpen WAR: Toronto Blue Jays=2.91 Atlanta Braves=3.25 | Fatiga(72h): Toronto Blue Jays=105 Atlanta Braves=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | Opener visitante,pendiente,65.37%,—,—,2026-06-04 00:40
823457,MLB,2026-06-04,San Diego Padres,Philadelphia Phillies,Lucas Giolito,Zack Wheeler,Philadelphia Phillies,67.86%,N/D,NO,Abridor visitante pocas IP (16 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),24.7,91.8,15.2,22.6,35.9,50.4,40.8,34.4,APRETA TRIGGER LOCAL,MEDIA,4.62,4.47,-2.9%,2.19,2.13,16.8%,84,85,100,100,100,100,R,R,2.42,4.20,105,105,2.8,4.7,Favorito: Philadelphia Phillies (67.9%) [MEDIA] || Score_Pitcheo: San Diego Padres=5.1 | Philadelphia Phillies=49.3 (diff=44.2) || Pitcheo: San Diego Padres FIP=4.62/xFIP=4.47 | Philadelphia Phillies FIP=2.19/xFIP=2.13 || wRC+: San Diego Padres=84 | Philadelphia Phillies=85 (diff=1) || PF=96 | Bullpen WAR: San Diego Padres=2.42 Philadelphia Phillies=4.20 | Fatiga(72h): San Diego Padres=105 Philadelphia Phillies=105 || Riesgo: Abridor visitante pocas IP (16 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),acertado,67.86%,San Diego Padres 4 - 6 Philadelphia Phillies,Philadelphia Phillies,2026-06-04 19:53
823542,MLB,2026-06-04,Cleveland Guardians,New York Yankees,Slade Cecconi,Carlos Rodón,New York Yankees,62.02%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),37.8,82.9,37.2,61.4,41.0,43.5,39.1,64.7,APRETA TRIGGER LOCAL,MEDIA,4.67,4.53,11.6%,2.74,2.65,10.4%,98,113,100,100,100,100,R,L,3.04,3.36,105,105,3.3,-4.4,Favorito: New York Yankees (62.0%) [MEDIA] || Score_Pitcheo: Cleveland Guardians=34.0 | New York Yankees=35.4 (diff=1.4) || Pitcheo: Cleveland Guardians FIP=4.67/xFIP=4.53 | New York Yankees FIP=2.74/xFIP=2.65 || wRC+: Cleveland Guardians=98 | New York Yankees=113 (diff=15) || PF=98 | Bullpen WAR: Cleveland Guardians=3.04 New York Yankees=3.36 | Fatiga(72h): Cleveland Guardians=105 New York Yankees=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),acertado,62.02%,Cleveland Guardians 1 - 2 New York Yankees,New York Yankees,2026-06-04 20:01
825076,MLB,2026-06-04,Los Angeles Dodgers,Arizona Diamondbacks,Justin Wrobleski,Ryne Nelson,Los Angeles Dodgers,61.75%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),82.6,40.4,69.1,45.4,44.4,30.2,69.8,46.1,NO APOSTAR,BAJA,2.73,2.64,9.8%,4.58,4.43,11.9%,122,96,100,100,100,100,L,R,3.46,1.72,105,105,-5.9,1.2,Favorito: Los Angeles Dodgers (61.8%) [BAJA] || Score_Pitcheo: Los Angeles Dodgers=34.2 | Arizona Diamondbacks=34.8 (diff=0.6) || Pitcheo: Los Angeles Dodgers FIP=2.73/xFIP=2.64 | Arizona Diamondbacks FIP=4.58/xFIP=4.43 || wRC+: Los Angeles Dodgers=122 | Arizona Diamondbacks=96 (diff=26) || PF=97 | Bullpen WAR: Los Angeles Dodgers=3.46 Arizona Diamondbacks=1.72 | Fatiga(72h): Los Angeles Dodgers=105 Arizona Diamondbacks=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),pendiente,61.75%,—,—,2026-06-04 00:40
823779,MLB,2026-06-04,San Francisco Giants,Milwaukee Brewers,Adrian Houser,Coleman Crow,San Francisco Giants,50.21%,N/D,NO,Abridor local pocas IP (16 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (50.2% < 57.0%),19.5,16.7,41.3,34.4,15.4,45.3,48.5,60.4,NO APOSTAR,BAJA,5.22,5.05,6.2%,5.64,5.46,7.1%,102,96,100,100,100,100,R,R,-0.10,3.57,157,157,0.5,-3.1,Favorito: San Francisco Giants (50.2%) [BAJA] || Score_Pitcheo: San Francisco Giants=22.1 | Milwaukee Brewers=23.1 (diff=1.0) || Pitcheo: San Francisco Giants FIP=5.22/xFIP=5.05 | Milwaukee Brewers FIP=5.64/xFIP=5.46 || wRC+: San Francisco Giants=102 | Milwaukee Brewers=96 (diff=6) || PF=97 | Bullpen WAR: San Francisco Giants=-0.10 Milwaukee Brewers=3.57 | Fatiga(72h): San Francisco Giants=157 Milwaukee Brewers=157 || Riesgo: Abridor local pocas IP (16 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (50.2% < 57.0%),acertado,50.21%,San Francisco Giants 12 - 9 Milwaukee Brewers,San Francisco Giants,2026-06-04 21:34
824185,MLB,2026-06-04,Pittsburgh Pirates,Houston Astros,Jared Jones,Kai-Wei Teng,Houston Astros,56.66%,N/D,NO,Abridor visitante pocas IP (6 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (56.7% < 57.0%),28.7,87.9,52.7,48.6,28.2,17.6,54.5,49.7,APRETA TRIGGER VISITANTE,MEDIA,7.12,6.90,23.7%,2.53,2.45,12.9%,108,104,100,100,100,100,R,R,1.47,0.17,105,105,-1.4,0.1,Favorito: Houston Astros (56.7%) [MEDIA] || Score_Pitcheo: Pittsburgh Pirates=53.4 | Houston Astros=40.8 (diff=12.6) || Pitcheo: Pittsburgh Pirates FIP=7.12/xFIP=6.90 | Houston Astros FIP=2.53/xFIP=2.45 || wRC+: Pittsburgh Pirates=108 | Houston Astros=104 (diff=4) || PF=99 | Bullpen WAR: Pittsburgh Pirates=1.47 Houston Astros=0.17 | Fatiga(72h): Pittsburgh Pirates=105 Houston Astros=105 || Riesgo: Abridor visitante pocas IP (6 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (56.7% < 57.0%),pendiente,56.66%,—,—,2026-06-04 00:40
824672,MLB,2026-06-04,Athletics,Chicago Cubs,J.T. Ginn,Shota Imanaga,Chicago Cubs,53.34%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (53.3% < 57.0%),83.7,57.5,38.8,67.9,37.3,17.1,39.9,52.9,APRETA TRIGGER LOCAL,MEDIA,2.59,2.51,11.0%,3.98,3.85,16.9%,95,110,100,100,100,100,R,L,2.59,0.10,120,120,3.0,-0.9,Favorito: Chicago Cubs (53.3%) [MEDIA] || Score_Pitcheo: Athletics=36.9 | Chicago Cubs=46.0 (diff=9.1) || Pitcheo: Athletics FIP=2.59/xFIP=2.51 | Chicago Cubs FIP=3.98/xFIP=3.85 || wRC+: Athletics=95 | Chicago Cubs=110 (diff=15) || PF=99 | Bullpen WAR: Athletics=2.59 Chicago Cubs=0.10 | Fatiga(72h): Athletics=120 Chicago Cubs=120 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (53.3% < 57.0%),pendiente,53.34%,—,—,2026-06-04 00:40
824753,MLB,2026-06-04,Baltimore Orioles,Boston Red Sox,Trevor Rogers,Brayan Bello,Boston Red Sox,51.19%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.2% < 57.0%),14.9,12.7,51.7,51.6,21.0,21.9,42.4,62.5,APRETA TRIGGER VISITANTE,MEDIA,5.98,5.79,9.6%,6.02,5.83,7.8%,103,100,100,100,100,100,L,R,0.59,0.70,105,105,2.3,-3.8,Favorito: Boston Red Sox (51.2%) [MEDIA] || Score_Pitcheo: Baltimore Orioles=27.4 | Boston Red Sox=23.8 (diff=3.7) || Pitcheo: Baltimore Orioles FIP=5.98/xFIP=5.79 | Boston Red Sox FIP=6.02/xFIP=5.83 || wRC+: Baltimore Orioles=103 | Boston Red Sox=100 (diff=3) || PF=101 | Bullpen WAR: Baltimore Orioles=0.59 Boston Red Sox=0.70 | Fatiga(72h): Baltimore Orioles=105 Boston Red Sox=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.2% < 57.0%),fallido,51.19%,Baltimore Orioles 8 - 2 Boston Red Sox,Baltimore Orioles,2026-06-04 20:20
823698,MLB,2026-06-04,Kansas City Royals,Minnesota Twins,Seth Lugo,Andrew Morris,Kansas City Royals,51.30%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.3% < 57.0%),67.1,53.4,32.9,35.6,28.8,27.3,53.9,50.0,NO APOSTAR,BAJA,3.48,3.37,12.3%,4.05,3.92,12.2%,94,94,100,100,100,100,R,R,1.54,1.36,120,105,-1.2,0.0,Favorito: Kansas City Royals (51.3%) [BAJA] || Score_Pitcheo: Kansas City Royals=37.8 | Minnesota Twins=36.4 (diff=1.3) || Pitcheo: Kansas City Royals FIP=3.48/xFIP=3.37 | Minnesota Twins FIP=4.05/xFIP=3.92 || wRC+: Kansas City Royals=94 | Minnesota Twins=94 (diff=0) || PF=99 | Bullpen WAR: Kansas City Royals=1.54 Minnesota Twins=1.36 | Fatiga(72h): Kansas City Royals=120 Minnesota Twins=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.3% < 57.0%),pendiente,51.30%,—,—,2026-06-04 00:40
846398,LMB,2026-06-04 18:00,Rieleros de Aguascalientes,Tecos de los Dos Laredos,Oscar De La Cruz,Tyler Ivey,Tecos de los Dos Laredos,57.40%,N/D,NO,Medio,34.5,62.0,78.0,64.2,20.0,55.0,25.0,45.0,APRETA TRIGGER VISITANTE,MEDIA,4.17,4.17,3.20,4.47,4.47,3.00,254.00,200.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Tecos de los Dos Laredos (57.4%) || B1 Pit: Rieleros de Aguascalientes=34.5 | Tecos de los Dos Laredos=62.0 || B2 Of: Rieleros de Aguascalientes=78.0 | Tecos de los Dos Laredos=64.2 || B3 Bp: Rieleros de Aguascalientes=20.0 | Tecos de los Dos Laredos=55.0 || B4 Ef: Rieleros de Aguascalientes=25.0 | Tecos de los Dos Laredos=45.0 || P: Oscar De La Cruz vs Tyler Ivey | FIP: 4.17/4.47 K/BB: 3.20/3.00 Forma: 5-5 (L1) / 3-7 (W1),acertado,57.40%,Rieleros de Aguascalientes 0 - 6 Tecos de los Dos Laredos,Tecos de los Dos Laredos,2026-06-04 05:35
846257,LMB,2026-06-04 18:30,Guerreros de Oaxaca,Tigres de Quintana Roo,Tommy Romero,Colton Eastman,Guerreros de Oaxaca,53.90%,N/D,NO,Medio,44.8,50.5,79.5,64.2,35.0,45.0,70.0,25.0,NO APOSTAR,BAJA,7.00,7.00,1.17,6.43,6.43,1.67,266.00,170.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Guerreros de Oaxaca (53.9%) || B1 Pit: Guerreros de Oaxaca=44.8 | Tigres de Quintana Roo=50.5 || B2 Of: Guerreros de Oaxaca=79.5 | Tigres de Quintana Roo=64.2 || B3 Bp: Guerreros de Oaxaca=35.0 | Tigres de Quintana Roo=45.0 || B4 Ef: Guerreros de Oaxaca=70.0 | Tigres de Quintana Roo=25.0 || P: Tommy Romero vs Colton Eastman | FIP: 7.00/6.43 K/BB: 1.17/1.67 Forma: 3-7 (L6) / 6-4 (W3),fallido,53.90%,Guerreros de Oaxaca 1 - 5 Tigres de Quintana Roo,Tigres de Quintana Roo,2026-06-04 05:35
846441,LMB,2026-06-04 19:00,Bravos de Leon,Diablos Rojos del Mexico,Felipe Gonzalez,Justin Courtney,Diablos Rojos del Mexico,63.50%,N/D,NO,Alto,37.5,40.5,89.0,88.0,25.0,25.0,70.0,80.0,NO APOSTAR,BAJA,5.78,5.78,1.69,6.41,6.41,2.07,321.00,310.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Diablos Rojos del Mexico (63.5%) || B1 Pit: Bravos de Leon=37.5 | Diablos Rojos del Mexico=40.5 || B2 Of: Bravos de Leon=89.0 | Diablos Rojos del Mexico=88.0 || B3 Bp: Bravos de Leon=25.0 | Diablos Rojos del Mexico=25.0 || B4 Ef: Bravos de Leon=70.0 | Diablos Rojos del Mexico=80.0 || P: Felipe Gonzalez vs Justin Courtney | FIP: 5.78/6.41 K/BB: 1.69/2.07 Forma: 6-4 (W2) / 7-3 (L2),fallido,63.50%,Bravos de Leon 8 - 4 Diablos Rojos del Mexico,Bravos de Leon,2026-06-04 05:35
846534,LMB,2026-06-04 19:00,El Aguila de Veracruz,Piratas de Campeche,Dinelson Lamet,Joe Record,Piratas de Campeche,42.90%,N/D,NO,Alto,44.0,36.0,61.8,68.5,35.0,25.0,15.0,15.0,APRETA TRIGGER LOCAL,ALTA,5.60,5.60,1.78,4.86,4.86,5.67,172.00,214.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Piratas de Campeche (42.9%) || B1 Pit: El Aguila de Veracruz=44.0 | Piratas de Campeche=36.0 || B2 Of: El Aguila de Veracruz=61.8 | Piratas de Campeche=68.5 || B3 Bp: El Aguila de Veracruz=35.0 | Piratas de Campeche=25.0 || B4 Ef: El Aguila de Veracruz=15.0 | Piratas de Campeche=15.0 || P: Dinelson Lamet vs Joe Record | FIP: 5.60/4.86 K/BB: 1.78/5.67 Forma: 3-7 (W2) / 3-7 (L2),fallido,42.90%,El Aguila de Veracruz 10 - 5 Piratas de Campeche,El Aguila de Veracruz,2026-06-04 05:35
846124,LMB,2026-06-04 19:10,Dorados de Chihuahua,Caliente de Durango,Emilio Vargas,Spencer Turnbull,Caliente de Durango,60.70%,N/D,NO,Medio,38.8,56.0,73.5,73.5,30.0,45.0,25.0,60.0,NO APOSTAR,BAJA,5.79,5.79,2.77,5.00,5.00,2.60,232.00,219.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Caliente de Durango (60.7%) || B1 Pit: Dorados de Chihuahua=38.8 | Caliente de Durango=56.0 || B2 Of: Dorados de Chihuahua=73.5 | Caliente de Durango=73.5 || B3 Bp: Dorados de Chihuahua=30.0 | Caliente de Durango=45.0 || B4 Ef: Dorados de Chihuahua=25.0 | Caliente de Durango=60.0 || P: Emilio Vargas vs Spencer Turnbull | FIP: 5.79/5.00 K/BB: 2.77/2.60 Forma: 4-6 (W1) / 6-4 (L1),fallido,60.70%,Dorados de Chihuahua 3 - 2 Caliente de Durango,Dorados de Chihuahua,2026-06-04 05:35
846776,LMB,2026-06-04 18:00,Pericos de Puebla,Olmecas de Tabasco,Jose E. Martinez,Austin Warner,Olmecas de Tabasco,73.00%,N/D,NO,Medio,50.5,64.0,88.0,82.0,40.0,55.0,60.0,80.0,NO APOSTAR,BAJA,5.38,5.38,2.17,4.50,4.50,2.86,280.00,280.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Olmecas de Tabasco (73.0%) || B1 Pit: Pericos de Puebla=50.5 | Olmecas de Tabasco=64.0 || B2 Of: Pericos de Puebla=88.0 | Olmecas de Tabasco=82.0 || B3 Bp: Pericos de Puebla=40.0 | Olmecas de Tabasco=55.0 || B4 Ef: Pericos de Puebla=60.0 | Olmecas de Tabasco=80.0 || P: Jose E. Martinez vs Austin Warner | FIP: 5.38/4.50 K/BB: 2.17/2.86 Forma: 5-5 (W1) / 8-2 (L1),pendiente,73.00%,-,-,2026-06-04 00:41
846633,LMB,2026-06-04 19:30,Sultanes de Monterrey,Saraperos de Saltillo,Stephen Tarpley,Bryant Salgado,Sultanes de Monterrey,58.70%,N/D,NO,Medio,65.0,52.5,71.0,66.2,60.0,40.0,70.0,25.0,NO APOSTAR,BAJA,5.81,5.81,2.14,3.65,3.65,2.00,212.00,198.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Sultanes de Monterrey (58.7%) || B1 Pit: Sultanes de Monterrey=65.0 | Saraperos de Saltillo=52.5 || B2 Of: Sultanes de Monterrey=71.0 | Saraperos de Saltillo=66.2 || B3 Bp: Sultanes de Monterrey=60.0 | Saraperos de Saltillo=40.0 || B4 Ef: Sultanes de Monterrey=70.0 | Saraperos de Saltillo=25.0 || P: Stephen Tarpley vs Bryant Salgado | FIP: 5.81/3.65 K/BB: 2.14/2.00 Forma: 5-5 (W2) / 3-7 (L3),acertado,58.70%,Sultanes de Monterrey 6 - 3 Saraperos de Saltillo,Sultanes de Monterrey,2026-06-04 05:35
846673,LMB,2026-06-04 19:30,Conspiradores de Queretaro,Leones de Yucatan,Junior Guerra,?,Leones de Yucatan,51.20%,N/D,NO,Medio,26.2,72.0,79.5,44.8,15.0,65.0,15.0,25.0,NO APOSTAR,BAJA,7.89,7.89,0.77,4.58,4.58,2.69,262.00,137.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Leones de Yucatan (51.2%) || B1 Pit: Conspiradores de Queretaro=26.2 | Leones de Yucatan=72.0 || B2 Of: Conspiradores de Queretaro=79.5 | Leones de Yucatan=44.8 || B3 Bp: Conspiradores de Queretaro=15.0 | Leones de Yucatan=65.0 || B4 Ef: Conspiradores de Queretaro=15.0 | Leones de Yucatan=25.0 || P: Junior Guerra vs ? | FIP: 7.89/4.58 K/BB: 0.77/2.69 Forma: 3-7 (W1) / 5-5 (L1),fallido,51.20%,Conspiradores de Queretaro 11 - 5 Leones de Yucatan,Conspiradores de Queretaro,2026-06-04 05:38
846072,LMB,2026-06-04 20:35,Charros de Jalisco,Toros de Tijuana,Luis Payan,Adonis Medina,Toros de Tijuana,77.70%,N/D,NO,Medio,60.5,83.5,75.0,69.5,50.0,80.0,45.0,80.0,NO APOSTAR,BAJA,6.15,6.15,2.75,3.87,3.87,6.00,208.00,215.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Toros de Tijuana (77.7%) || B1 Pit: Charros de Jalisco=60.5 | Toros de Tijuana=83.5 || B2 Of: Charros de Jalisco=75.0 | Toros de Tijuana=69.5 || B3 Bp: Charros de Jalisco=50.0 | Toros de Tijuana=80.0 || B4 Ef: Charros de Jalisco=45.0 | Toros de Tijuana=80.0 || P: Luis Payan vs Adonis Medina | FIP: 6.15/3.87 K/BB: 2.75/6.00 Forma: 7-3 (W1) / 6-4 (L1),pendiente,77.70%,-,-,2026-06-04 00:41
846258,LMB,2026-06-05 18:30,Conspiradores de Queretaro,Tigres de Quintana Roo,Tyler Alexander,?,Tigres de Quintana Roo,52.10%,N/D,NO,Alto,26.2,50.5,81.0,64.2,15.0,45.0,15.0,25.0,NO APOSTAR,BAJA,6.25,6.25,1.37,5.54,5.54,1.88,270.00,176.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Tigres de Quintana Roo (52.1%) || B1 Pit: Conspiradores de Queretaro=26.2 | Tigres de Quintana Roo=50.5 || B2 Of: Conspiradores de Queretaro=81.0 | Tigres de Quintana Roo=64.2 || B3 Bp: Conspiradores de Queretaro=15.0 | Tigres de Quintana Roo=45.0 || B4 Ef: Conspiradores de Queretaro=15.0 | Tigres de Quintana Roo=25.0 || P: Tyler Alexander vs ? | FIP: 6.25/5.54 K/BB: 1.37/1.88 Forma: 4-6 (W2) / 7-3 (W4),pendiente,52.10%,-,-,2026-06-05 00:38
846537,LMB,2026-06-05 19:00,Leones de Yucatan,Piratas de Campeche,?,Jackson Tetreault,Leones de Yucatan,51.40%,N/D,NO,Medio,70.5,36.0,46.8,68.5,65.0,25.0,25.0,15.0,NO APOSTAR,BAJA,4.64,4.64,2.69,6.06,6.06,2.04,139.00,213.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Leones de Yucatan (51.4%) || B1 Pit: Leones de Yucatan=70.5 | Piratas de Campeche=36.0 || B2 Of: Leones de Yucatan=46.8 | Piratas de Campeche=68.5 || B3 Bp: Leones de Yucatan=65.0 | Piratas de Campeche=25.0 || B4 Ef: Leones de Yucatan=25.0 | Piratas de Campeche=15.0 || P: ? vs Jackson Tetreault | FIP: 4.64/6.06 K/BB: 2.69/2.04 Forma: 5-5 (L2) / 3-7 (L2),pendiente,51.40%,-,-,2026-06-05 00:38
846445,LMB,2026-06-05 19:00,Olmecas de Tabasco,Diablos Rojos del Mexico,Jeremy Rhoades,Luis Angel Rodriguez,Olmecas de Tabasco,73.50%,N/D,NO,Medio,65.5,42.5,82.0,89.5,55.0,25.0,80.0,80.0,APRETA TRIGGER LOCAL,MEDIA,4.38,4.38,1.67,5.08,5.08,2.51,289.00,328.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Olmecas de Tabasco (73.5%) || B1 Pit: Olmecas de Tabasco=65.5 | Diablos Rojos del Mexico=42.5 || B2 Of: Olmecas de Tabasco=82.0 | Diablos Rojos del Mexico=89.5 || B3 Bp: Olmecas de Tabasco=55.0 | Diablos Rojos del Mexico=25.0 || B4 Ef: Olmecas de Tabasco=80.0 | Diablos Rojos del Mexico=80.0 || P: Jeremy Rhoades vs Luis Angel Rodriguez | FIP: 4.38/5.08 K/BB: 1.67/2.51 Forma: 7-3 (W1) / 7-3 (W1),pendiente,73.50%,-,-,2026-06-05 00:38
846174,LMB,2026-06-05 19:00,El Aguila de Veracruz,Guerreros de Oaxaca,Jonathan Bermúdez,Luis Miranda,Guerreros de Oaxaca,48.90%,N/D,NO,Medio,44.0,44.8,61.8,76.5,35.0,35.0,15.0,70.0,APRETA TRIGGER LOCAL,MEDIA,5.58,5.58,1.90,5.86,5.86,2.08,172.00,266.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Guerreros de Oaxaca (48.9%) || B1 Pit: El Aguila de Veracruz=44.0 | Guerreros de Oaxaca=44.8 || B2 Of: El Aguila de Veracruz=61.8 | Guerreros de Oaxaca=76.5 || B3 Bp: El Aguila de Veracruz=35.0 | Guerreros de Oaxaca=35.0 || B4 Ef: El Aguila de Veracruz=15.0 | Guerreros de Oaxaca=70.0 || P: Jonathan Bermúdez vs Luis Miranda | FIP: 5.58/5.86 K/BB: 1.90/2.08 Forma: 3-7 (W2) / 2-8 (L7),pendiente,48.90%,-,-,2026-06-05 00:38
846828,LMB,2026-06-05 19:30,Pericos de Puebla,Bravos de Leon,Vladimir Gutierrez,?,Pericos de Puebla,60.90%,N/D,NO,Medio,50.5,32.2,85.0,89.0,40.0,20.0,60.0,70.0,NO APOSTAR,BAJA,5.44,5.44,2.18,5.87,5.87,1.74,287.00,334.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Pericos de Puebla (60.9%) || B1 Pit: Pericos de Puebla=50.5 | Bravos de Leon=32.2 || B2 Of: Pericos de Puebla=85.0 | Bravos de Leon=89.0 || B3 Bp: Pericos de Puebla=40.0 | Bravos de Leon=20.0 || B4 Ef: Pericos de Puebla=60.0 | Bravos de Leon=70.0 || P: Vladimir Gutierrez vs ? | FIP: 5.44/5.87 K/BB: 2.18/1.74 Forma: 4-6 (L1) / 6-4 (L1),pendiente,60.90%,-,-,2026-06-05 00:38
